"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006739","GO:0006739","NADP+ metabolic process","6/389","38/18842",0.157894736842105,7.64795020971452,5.95590442180356,0.000117600344989108,0.00601295676987786,0.00601295676987786,"PGD/TKT/H6PD/IDH2/ALDOB/MDH1",6
"GO:0016114","GO:0016114","terpenoid biosynthetic process","5/389","25/18842",0.2,9.68740359897172,6.31070813484972,0.000138136528953379,0.00700209301936092,0.00700209301936092,"FDPS/MVK/LSS/PMVK/HMGCS1",5
"GO:0051261","GO:0051261","protein depolymerization","10/389","116/18842",0.0862068965517241,4.17560499955678,4.9811113089421,0.000146438907730854,0.0073594938244224,0.0073594938244224,"WDR1/TMOD2/SPTBN1/HSPA8/CLTC/LIMA1/ASPH/CAPZA2/CFL1/ADD1",10
"GO:0000723","GO:0000723","telomere maintenance","12/389","163/18842",0.0736196319018405,3.56591543520432,4.7769711121033,0.000149532005455798,0.00740594938498961,0.00740594938498961,"EXOSC10/CCT3/CCT5/DKC1/XRCC6/GAR1/CCT7/CCT8/LMNA/CCT6A/GNL3/TCP1",12
"GO:0006122","GO:0006122","mitochondrial electron transport, ubiquinol to cytochrome c","4/389","14/18842",0.285714285714286,13.839147998531,6.97736452222859,0.000151971857703522,0.00740594938498961,0.00740594938498961,"UQCRB/UQCRH/CYC1/UQCRC1",4
"GO:0170043","GO:0170043","non-proteinogenic amino acid biosynthetic process","4/389","14/18842",0.285714285714286,13.839147998531,6.97736452222859,0.000151971857703522,0.00740594938498961,0.00740594938498961,"PARK7/ABAT/UPB1/ALDH18A1",4
"GO:1904951","GO:1904951","positive regulation of establishment of protein localization","16/389","268/18842",0.0597014925373134,2.89176226834977,4.52871009340735,0.00015240133938499,0.00740594938498961,0.00740594938498961,"VPS35/SEC24D/ABAT/OSBP/FLNA/ANXA13/ASPH/SEC13/MYH10/BCAP31/RAN/RBP4/CHP1/CCT6A/TCP1/PPID",16
"GO:0046394","GO:0046394","carboxylic acid biosynthetic process","18/389","327/18842",0.055045871559633,2.66625787127662,4.41313808688944,0.000166766810569429,0.00803761349301836,0.00803761349301836,"PARK7/ABAT/ADI1/OSBP/ACOX1/SHMT2/UPB1/PAH/ASS1/GLS2/ACACA/ACSL1/ACSS2/MTAP/DECR2/HSD17B10/FASN/ALDH18A1",18
"GO:0072524","GO:0072524","pyridine-containing compound metabolic process","12/389","166/18842",0.072289156626506,3.50147118035122,4.7000329182556,0.000177475538268273,0.00848419646355645,0.00848419646355645,"DHTKD1/PGD/TKT/H6PD/IDH2/ALDOB/GAPDHS/VCP/LDHB/ENO3/MDH1/PFKL",12
"GO:0009895","GO:0009895","negative regulation of catabolic process","19/389","360/18842",0.0527777777777778,2.55639817195087,4.32903168035248,0.000190198299996744,0.00901908067726498,0.00901908067726498,"UBXN1/VPS35/PARK7/CSNK2A1/A1CF/EIF3H/FLNA/DKC1/CIRBP/CSDE1/USP5/CRYZ/RPS7/TAF15/HNRNPA0/GOLGA2/LARP1B/UBQLN4/PKP3",19
"GO:0016053","GO:0016053","organic acid biosynthetic process","18/389","331/18842",0.054380664652568,2.63403723234881,4.35466036944007,0.000193729909300781,0.00911305493350872,0.00911305493350872,"PARK7/ABAT/ADI1/OSBP/ACOX1/SHMT2/UPB1/PAH/ASS1/GLS2/ACACA/ACSL1/ACSS2/MTAP/DECR2/HSD17B10/FASN/ALDH18A1",18
"GO:0006163","GO:0006163","purine nucleotide metabolic process","21/389","422/18842",0.0497630331753555,2.41037293339344,4.25440334950496,0.000199469806810027,0.00930859098446792,0.00930859098446792,"DHTKD1/HSPA8/PGD/NPR2/TKT/H6PD/IDH2/NDUFA9/ALDOB/GAPDHS/OPA1/VCP/ATP6V1A/LDHB/NDUFA2/ENO3/MDH1/GMPS/SDHA/RAN/PFKL",21
"GO:0030042","GO:0030042","actin filament depolymerization","7/389","59/18842",0.11864406779661,5.74676484684763,5.30193658060172,0.000205073451694058,0.00949473933827605,0.00949473933827605,"WDR1/TMOD2/SPTBN1/LIMA1/CAPZA2/CFL1/ADD1",7
"GO:0009225","GO:0009225","nucleotide-sugar metabolic process","6/389","42/18842",0.142857142857143,6.91957399926552,5.57608594638073,0.00020845654500101,0.00957597253598388,0.00957597253598388,"GMDS/NAGK/UAP1L1/AMDHD2/FUOM/UGGT1",6
"GO:0032984","GO:0032984","protein-containing complex disassembly","15/389","248/18842",0.0604838709677419,2.92965834646322,4.44133092661892,0.000211461850307671,0.00963872620007059,0.00963872620007059,"WDR1/TMOD2/GRWD1/SPTBN1/HSPA8/HMGA1/VCP/CLTC/LIMA1/ASPH/CAPZA2/CFL1/ABCE1/ADD1/UBQLN4",15
"GO:0006720","GO:0006720","isoprenoid metabolic process","10/389","122/18842",0.0819672131147541,3.97024737662775,4.77873445939757,0.000221827850230621,0.0100334443027389,0.0100334443027389,"DHRS4/NPC2/LRP1/FDPS/MVK/LSS/PMVK/HMGCS1/RBP4/PHYH",10
"GO:0007030","GO:0007030","Golgi organization","11/389","146/18842",0.0753424657534247,3.64936436947565,4.66591748395361,0.000229013611294595,0.0102793895756658,0.0102793895756658,"RAB8A/GOLGA5/SURF4/TRAPPC8/ACBD3/NPLOC4/TRIP11/VTI1B/GOLGA2/RAB1A/TMED9",11
"GO:0009226","GO:0009226","nucleotide-sugar biosynthetic process","5/389","28/18842",0.178571428571429,8.6494674990819,5.88115917910192,0.00024284618960187,0.0107779790605819,0.0107779790605819,"GMDS/NAGK/UAP1L1/AMDHD2/FUOM",5
"GO:0008202","GO:0008202","steroid metabolic process","17/389","308/18842",0.0551948051948052,2.6734717724435,4.29934656735826,0.000243787621608399,0.0107779790605819,0.0107779790605819,"DHRS4/OSBP/NPC2/H6PD/FDPS/MVK/LSS/ACBD3/CYB5R2/LIMA1/PMVK/HMGCS1/HSD17B10/KPNB1/LBR/EPHX2/ACAA1",17
"GO:0051262","GO:0051262","protein tetramerization","9/389","102/18842",0.0882352941176471,4.27385452895811,4.81357735248831,0.000262333095651343,0.0115113328539544,0.0115113328539544,"FARSB/SHMT2/FARSA/UPB1/ACACA/CRYZ/HSD17B10/GOLGA2/GNMT",9
"GO:2000278","GO:2000278","regulation of DNA biosynthetic process","8/389","81/18842",0.0987654320987654,4.78390301183789,4.95504723020753,0.000265480527767472,0.0115631518760943,0.0115631518760943,"EXOSC10/CCT3/CCT5/DKC1/CCT7/CCT8/CCT6A/TCP1",8
"GO:1902652","GO:1902652","secondary alcohol metabolic process","11/389","149/18842",0.0738255033557047,3.57588723451976,4.58325227457652,0.000273309563610891,0.0118166193678827,0.0118166193678827,"NPC2/IDH2/FDPS/MVK/LSS/LIMA1/PMVK/HMGCS1/KPNB1/LBR/EPHX2",11
"GO:0010638","GO:0010638","positive regulation of organelle organization","22/389","466/18842",0.0472103004291846,2.28672617143109,4.08363470683178,0.000295196621630848,0.0126697528116013,0.0126697528116013,"VPS35/SNX7/NPR2/OSBP/RABL3/PLD3/SH3GLB1/CCT3/CCT5/FLNA/PFDN2/DKC1/PDCD6IP/LIMA1/DYNC1H1/CFL1/CCT7/UBAP2L/CCT8/CCT6A/GNL3/TCP1",22
"GO:1902369","GO:1902369","negative regulation of RNA catabolic process","9/389","104/18842",0.0865384615384615,4.19166501878584,4.73877011161923,0.000303532444933459,0.0129044047514101,0.0129044047514101,"A1CF/DKC1/CIRBP/CSDE1/CRYZ/TAF15/HNRNPA0/LARP1B/PKP3",9
"GO:0035337","GO:0035337","fatty-acyl-CoA metabolic process","6/389","45/18842",0.133333333333333,6.45826906598115,5.32243309879816,0.000307247732176432,0.0129044047514101,0.0129044047514101,"BCKDHA/PPT2/ACACA/ACSL1/FASN/DBT",6
"GO:0042743","GO:0042743","hydrogen peroxide metabolic process","6/389","45/18842",0.133333333333333,6.45826906598115,5.32243309879816,0.000307247732176432,0.0129044047514101,0.0129044047514101,"CAT/PARK7/PRDX4/PRDX1/ACOX1/PRDX5",6
"GO:1901568","GO:1901568","fatty acid derivative metabolic process","8/389","83/18842",0.0963855421686747,4.6686282404683,4.86330149406716,0.000314134622233583,0.0131000821186771,0.0131000821186771,"BCKDHA/PPT2/ACSS3/ACACA/ACSL1/LYPLA2/FASN/DBT",8
"GO:0019318","GO:0019318","hexose metabolic process","13/389","203/18842",0.0640394088669951,3.10187799967075,4.37157067320396,0.000319343595549029,0.013223523534002,0.013223523534002,"H6PD/ALDOB/MAN2B1/GAPDHS/GALM/PGM2/FUOM/ENO3/MAN2B2/PFKL/ACADM/GNMT/RBP4",13
"GO:0016042","GO:0016042","lipid catabolic process","18/389","347/18842",0.0518731988472622,2.51258306601572,4.12904948859465,0.000343451854012615,0.0140475436157901,0.0140475436157901,"ECH1/HADHB/GALC/ACOX1/ACOX3/ECI1/ETFDH/LIPF/LYPLA2/FABP3/DECR2/HSD17B10/CROT/ABHD4/ACADM/HADH/PHYH/ACAA1",18
"GO:0006103","GO:0006103","2-oxoglutarate metabolic process","4/389","17/18842",0.235294117647059,11.396945410555,6.22667239242455,0.000344021476305065,0.0140475436157901,0.0140475436157901,"IDH2/DLST/TAT/PHYH",4
"GO:0030835","GO:0030835","negative regulation of actin filament depolymerization","6/389","46/18842",0.130434782608696,6.31787191237286,5.2429697841912,0.000347260544323904,0.0140820137974107,0.0140820137974107,"TMOD2/SPTBN1/LIMA1/CAPZA2/CFL1/ADD1",6
"GO:1990778","GO:1990778","protein localization to cell periphery","18/389","348/18842",0.0517241379310345,2.50536299973407,4.11536838780646,0.000355478522543948,0.0143165322777974,0.0143165322777974,"VPS35/EHD1/SPTBN1/RAB8A/F11R/AP3B1/LRP1/MACF1/HSP90B1/FLNA/GRIPAP1/APPL1/CLTC/ANXA13/TRIP11/SEC16A/VTI1B/PKP3",18
"GO:0061951","GO:0061951","establishment of protein localization to plasma membrane","7/389","65/18842",0.107692307692308,5.21629424560016,4.94387829954566,0.000376460818953321,0.0150584327581328,0.0150584327581328,"VPS35/SPTBN1/RAB8A/MACF1/GRIPAP1/ANXA13/AFDN",7
"GO:0008299","GO:0008299","isoprenoid biosynthetic process","5/389","31/18842",0.161290322580645,7.81242225723526,5.51149920318642,0.00039904155911009,0.0158538132943738,0.0158538132943738,"FDPS/MVK/LSS/PMVK/HMGCS1",5
"GO:0072522","GO:0072522","purine-containing compound biosynthetic process","15/389","264/18842",0.0568181818181818,2.75210329516242,4.16251177575041,0.00041212823124632,0.0161123197690761,0.0161123197690761,"NPR2/IDH2/DLST/NDUFA9/PPT2/VCP/ACACA/ACSL1/ACSS2/MTAP/PGM2/NDUFA2/GMPS/SDHA/FASN",15
"GO:0006695","GO:0006695","cholesterol biosynthetic process","7/389","66/18842",0.106060606060606,5.13725948430319,4.88850962119194,0.000413768755974572,0.0161123197690761,0.0161123197690761,"FDPS/MVK/LSS/PMVK/HMGCS1/KPNB1/LBR",7
"GO:1902653","GO:1902653","secondary alcohol biosynthetic process","7/389","66/18842",0.106060606060606,5.13725948430319,4.88850962119194,0.000413768755974572,0.0161123197690761,0.0161123197690761,"FDPS/MVK/LSS/PMVK/HMGCS1/KPNB1/LBR",7
"GO:0009117","GO:0009117","nucleotide metabolic process","22/389","478/18842",0.0460251046025105,2.22931881984705,3.95264782604679,0.000417518539349694,0.0161513750748434,0.0161513750748434,"DHTKD1/HSPA8/PGD/NPR2/TKT/H6PD/IDH2/NDUFA9/ALDOB/GAPDHS/OPA1/VCP/ATP6V1A/UMPS/LDHB/NDUFA2/ENO3/MDH1/GMPS/SDHA/RAN/PFKL",22
"GO:0071897","GO:0071897","DNA biosynthetic process","11/389","157/18842",0.0700636942675159,3.39367642002194,4.37282403356531,0.000428115572553415,0.0164530690628371,0.0164530690628371,"EXOSC10/CCT3/CCT5/DKC1/VCP/LIG3/GAR1/CCT7/CCT8/CCT6A/TCP1",11
"GO:0051222","GO:0051222","positive regulation of protein transport","14/389","237/18842",0.0590717299578059,2.86125844695367,4.18657911033186,0.000432649553275452,0.0165073976603208,0.0165073976603208,"VPS35/SEC24D/ABAT/OSBP/FLNA/ANXA13/ASPH/SEC13/MYH10/BCAP31/RAN/RBP4/CHP1/PPID",14
"GO:0099637","GO:0099637","neurotransmitter receptor transport","4/389","18/18842",0.222222222222222,10.7637817766352,6.017161170546,0.000435143985943831,0.0165073976603208,0.0165073976603208,"VPS35/RAB8A/HIP1/GRIPAP1",4
"GO:1901879","GO:1901879","regulation of protein depolymerization","8/389","88/18842",0.0909090909090909,4.40336527225987,4.64618210575428,0.000468212040770078,0.0176479923059491,0.0176479923059491,"WDR1/TMOD2/SPTBN1/LIMA1/ASPH/CAPZA2/CFL1/ADD1",8
"GO:0033157","GO:0033157","regulation of intracellular protein transport","10/389","134/18842",0.0746268656716418,3.61470283543721,4.41015995010441,0.000471934983091481,0.0176750172011332,0.0176750172011332,"SEC24D/PARK7/FLNA/GRIPAP1/ASPH/SEC13/BCAP31/UFM1/RAN/CHP1",10
"GO:0051289","GO:0051289","protein homotetramerization","7/389","68/18842",0.102941176470588,4.9861636171178,4.78106287487124,0.000497232359822591,0.0185045966820053,0.0185045966820053,"SHMT2/UPB1/ACACA/CRYZ/HSD17B10/GOLGA2/GNMT",7
"GO:0016125","GO:0016125","sterol metabolic process","11/389","160/18842",0.06875,3.33004498714653,4.29740117503152,0.000502545574630637,0.0185847042693594,0.0185847042693594,"NPC2/FDPS/MVK/LSS/CYB5R2/LIMA1/PMVK/HMGCS1/KPNB1/LBR/EPHX2",11
"GO:0090150","GO:0090150","establishment of protein localization to membrane","15/389","270/18842",0.0555555555555556,2.69094544415881,4.06326759944274,0.000521263972211734,0.0191564509787812,0.0191564509787812,"SSR1/VPS35/SPTBN1/SRP68/RAB8A/MACF1/GRIPAP1/ANXA13/GDI1/NACA/AFDN/SRP19/SRPRB/EMC2/CHP1",15
"GO:0036503","GO:0036503","ERAD pathway","9/389","112/18842",0.0803571428571429,3.89226037458685,4.45728901205487,0.000525534750695143,0.0191934430688661,0.0191934430688661,"RCN3/SEL1L/UBXN1/HSP90B1/UBXN4/VCP/BCAP31/NPLOC4/SYVN1",9
"GO:0006098","GO:0006098","pentose-phosphate shunt","4/389","19/18842",0.210526315789474,10.197266946286,5.82350504161186,0.000542254565325206,0.0195610849332038,0.0195610849332038,"PGD/TKT/H6PD/ALDOB",4
"GO:0090110","GO:0090110","COPII-coated vesicle cargo loading","4/389","19/18842",0.210526315789474,10.197266946286,5.82350504161186,0.000542254565325206,0.0195610849332038,0.0195610849332038,"SEC24D/SURF4/SEC13/RAB1A",4
"GO:0019646","GO:0019646","aerobic electron transport chain","8/389","91/18842",0.0879120879120879,4.25819938416339,4.52355027114944,0.000586826174220935,0.0209123509358733,0.0209123509358733,"UQCRB/UQCRH/PARK7/NDUFA9/CYC1/UQCRC1/NDUFA2/SDHA",8
"GO:1902373","GO:1902373","negative regulation of mRNA catabolic process","8/389","91/18842",0.0879120879120879,4.25819938416339,4.52355027114944,0.000586826174220935,0.0209123509358733,0.0209123509358733,"A1CF/CIRBP/CSDE1/CRYZ/TAF15/HNRNPA0/LARP1B/PKP3",8
"GO:0022904","GO:0022904","respiratory electron transport chain","9/389","114/18842",0.0789473684210526,3.82397510485726,4.39097408252373,0.000598036419866426,0.0211834587277987,0.0211834587277987,"UQCRB/UQCRH/PARK7/NDUFA9/ETFDH/CYC1/UQCRC1/NDUFA2/SDHA",9
"GO:0032200","GO:0032200","telomere organization","12/389","190/18842",0.0631578947368421,3.05918008388581,4.1419200423324,0.000608420364239605,0.0214222259983765,0.0214222259983765,"EXOSC10/CCT3/CCT5/DKC1/XRCC6/GAR1/CCT7/CCT8/LMNA/CCT6A/GNL3/TCP1",12
"GO:0006119","GO:0006119","oxidative phosphorylation","10/389","139/18842",0.0719424460431655,3.48467755358695,4.26889118214166,0.000629641343412139,0.0219070479246354,0.0219070479246354,"UQCRB/UQCRH/PARK7/NDUFA9/SHMT2/VCP/CYC1/UQCRC1/NDUFA2/SDHA",10
"GO:0008203","GO:0008203","cholesterol metabolic process","10/389","139/18842",0.0719424460431655,3.48467755358695,4.26889118214166,0.000629641343412139,0.0219070479246354,0.0219070479246354,"NPC2/FDPS/MVK/LSS/LIMA1/PMVK/HMGCS1/KPNB1/LBR/EPHX2",10
"GO:0005996","GO:0005996","monosaccharide metabolic process","13/389","220/18842",0.0590909090909091,2.86218742696892,4.03380457224341,0.000684912735366033,0.0236899228467781,0.0236899228467781,"H6PD/ALDOB/MAN2B1/GAPDHS/GALM/PGM2/FUOM/ENO3/MAN2B2/PFKL/ACADM/GNMT/RBP4",13
"GO:0006606","GO:0006606","protein import into nucleus","10/389","142/18842",0.0704225352112676,3.41105760527173,4.18720515736712,0.00074357014742432,0.025568376999152,0.025568376999152,"PHB2/KPNA4/FLNA/APPL1/SEC13/CFL1/KPNB1/UFM1/RAN/CHP1",10
"GO:0051259","GO:0051259","protein complex oligomerization","15/389","280/18842",0.0535714285714286,2.59484024972457,3.90370601361284,0.000758033235735165,0.0259141594542021,0.0259141594542021,"VPS35/EHD1/G3BP2/FARSB/SHMT2/FARSA/OPA1/UPB1/PDCD6IP/ACACA/CRYZ/CLYBL/HSD17B10/GOLGA2/GNMT",15
"GO:0006892","GO:0006892","post-Golgi vesicle-mediated transport","9/389","118/18842",0.076271186440678,3.69434883011633,4.26273950641971,0.00076764879343204,0.0260911844241641,0.0260911844241641,"SPTBN1/MACF1/AP1G1/AP3M1/ANXA13/AP2A1/EPS15/SEC16A/VTI1B",9
"GO:0051656","GO:0051656","establishment of organelle localization","18/389","372/18842",0.0483870967741935,2.34372667717058,3.80051320769137,0.000776618949894984,0.0262443645136926,0.0262443645136926,"RPS15/AP3B1/ACTN4/TRAPPC8/ARFGAP2/AP3M1/OPA1/PDCD6IP/DYNC1H1/TRIP11/CFL1/SEC16A/KPNB1/LMNB1/LMNA/RAN/RAB1A/TMED9",18
"GO:0006525","GO:0006525","arginine metabolic process","4/389","21/18842",0.19047619047619,9.22609866568735,5.47615205807182,0.000810427642909818,0.0270756507972144,0.0270756507972144,"FH/ARG1/ASS1/AGMAT",4
"GO:0045056","GO:0045056","transcytosis","4/389","21/18842",0.19047619047619,9.22609866568735,5.47615205807182,0.000810427642909818,0.0270756507972144,0.0270756507972144,"VPS35/LRP1/LRPAP1/CLTC",4
"GO:0044272","GO:0044272","sulfur compound biosynthetic process","9/389","119/18842",0.0756302521008403,3.6633038819641,4.23155284372304,0.000815659404991403,0.027096481928528,0.027096481928528,"ADI1/DLST/PPT2/ACACA/ACSL1/ACSS2/GSS/MTAP/FASN",9
"GO:0042773","GO:0042773","ATP synthesis coupled electron transport","8/389","96/18842",0.0833333333333333,4.03641816623822,4.33048138220493,0.000837581993422436,0.027513866599575,0.027513866599575,"UQCRB/UQCRH/PARK7/NDUFA9/CYC1/UQCRC1/NDUFA2/SDHA",8
"GO:0042775","GO:0042775","mitochondrial ATP synthesis coupled electron transport","8/389","96/18842",0.0833333333333333,4.03641816623822,4.33048138220493,0.000837581993422436,0.027513866599575,0.027513866599575,"UQCRB/UQCRH/PARK7/NDUFA9/CYC1/UQCRC1/NDUFA2/SDHA",8
"GO:0006936","GO:0006936","muscle contraction","18/389","375/18842",0.048,2.32497686375321,3.76286847652406,0.000851446508766903,0.0278139192863855,0.0278139192863855,"EEF2/RPL31/TMOD2/RPL13/MYH13/RPL24/ABAT/RPL27A/FLNA/ACTA2/MYL6/RPL9/RPL28/ASPH/RPL8/RPL23A/RPL36/ATP1A1",18
"GO:1903828","GO:1903828","negative regulation of protein localization","12/389","198/18842",0.0606060606060606,2.93557684817325,3.97527109951653,0.000874571665827382,0.0284114994202487,0.0284114994202487,"VPS35/PARK7/IDH2/GRIPAP1/VCP/CLTC/ANXA13/NACA/GDI2/UFM1/HADH/CHP1",12
"GO:0098876","GO:0098876","vesicle-mediated transport to the plasma membrane","11/389","172/18842",0.063953488372093,3.09771626711305,4.01265752711244,0.000917229095488272,0.0295774630381263,0.0295774630381263,"VPS35/SNX7/EHD1/SPTBN1/RAB8A/MACF1/GRIPAP1/ANXA13/ACAP2/EPS15/SEC16A",11
"GO:0051170","GO:0051170","import into nucleus","10/389","146/18842",0.0684931506849315,3.31760397225059,4.08163898465373,0.000921385725335908,0.0295774630381263,0.0295774630381263,"PHB2/KPNA4/FLNA/APPL1/SEC13/CFL1/KPNB1/UFM1/RAN/CHP1",10
"GO:0006048","GO:0006048","UDP-N-acetylglucosamine biosynthetic process","3/389","10/18842",0.3,14.5311053984576,6.21410144402795,0.000940643807505038,0.0295774630381263,0.0295774630381263,"NAGK/UAP1L1/AMDHD2",3
"GO:0006544","GO:0006544","glycine metabolic process","3/389","10/18842",0.3,14.5311053984576,6.21410144402795,0.000940643807505038,0.0295774630381263,0.0295774630381263,"AMT/SHMT2/GCSH",3
"GO:0098887","GO:0098887","neurotransmitter receptor transport, endosome to postsynaptic membrane","3/389","10/18842",0.3,14.5311053984576,6.21410144402795,0.000940643807505038,0.0295774630381263,0.0295774630381263,"VPS35/RAB8A/GRIPAP1",3
"GO:0099639","GO:0099639","neurotransmitter receptor transport, endosome to plasma membrane","3/389","10/18842",0.3,14.5311053984576,6.21410144402795,0.000940643807505038,0.0295774630381263,0.0295774630381263,"VPS35/RAB8A/GRIPAP1",3
"GO:0006417","GO:0006417","regulation of translation","20/389","443/18842",0.0451467268623025,2.18677282143831,3.66999632920223,0.000955986478030379,0.0298436141626899,0.0298436141626899,"EEF2/NCL/EIF2S3/CSNK2A1/SSB/EIF3C/DDX1/EIF3H/SHMT2/CIRBP/CSDE1/EIF4EBP3/EIF5B/EIF2A/EIF4H/RPS4X/ABCE1/DNAJC3/LARP1B/EIF4EBP2",20
"GO:2001252","GO:2001252","positive regulation of chromosome organization","8/389","98/18842",0.0816326530612245,3.95404228529458,4.25688474967371,0.000959259026657891,0.0298436141626899,0.0298436141626899,"CCT3/CCT5/DKC1/CCT7/CCT8/CCT6A/GNL3/TCP1",8
"GO:0034340","GO:0034340","response to type I interferon","9/389","122/18842",0.0737704918032787,3.57322263896498,4.13997426385573,0.000974545391052677,0.030159615259946,0.030159615259946,"PSMD6/SHMT2/PSMD14/PSMC1/PSMC4/PSMD2/PSMC5/PSMA5/PSMB4",9
"GO:0071616","GO:0071616","acyl-CoA biosynthetic process","6/389","56/18842",0.107142857142857,5.18968049944914,4.55880529966621,0.00101245435579347,0.0311687518956314,0.0311687518956314,"DLST/PPT2/ACACA/ACSL1/ACSS2/FASN",6
"GO:0022900","GO:0022900","electron transport chain","9/389","123/18842",0.0731707317073171,3.54417204840429,4.11008681261735,0.00103276418195466,0.0314645253362351,0.0314645253362351,"UQCRB/UQCRH/PARK7/NDUFA9/ETFDH/CYC1/UQCRC1/NDUFA2/SDHA",9
"GO:1990748","GO:1990748","cellular detoxification","9/389","123/18842",0.0731707317073171,3.54417204840429,4.11008681261735,0.00103276418195466,0.0314645253362351,0.0314645253362351,"CAT/TXNDC2/PARK7/PRDX4/GSTZ1/PRDX1/CLYBL/SUCLG1/PRDX5",9
"GO:0043244","GO:0043244","regulation of protein-containing complex disassembly","9/389","124/18842",0.0725806451612903,3.51559001575587,4.08050832330856,0.00109376890488496,0.0331513461892966,0.0331513461892966,"WDR1/TMOD2/SPTBN1/LIMA1/ASPH/CAPZA2/CFL1/ADD1/UBQLN4",9
"GO:2000059","GO:2000059","negative regulation of ubiquitin-dependent protein catabolic process","6/389","57/18842",0.105263157894737,5.09863347314301,4.49949936940265,0.00111219675559962,0.0335370098611577,0.0335370098611577,"UBXN1/PARK7/CSNK2A1/EIF3H/USP5/RPS7",6
"GO:0006536","GO:0006536","glutamate metabolic process","4/389","23/18842",0.173913043478261,8.42382921649715,5.17233807964865,0.00116061785154348,0.0346417917110439,0.0346417917110439,"ALDH5A1/GLS2/TAT/ALDH18A1",4
"GO:0009074","GO:0009074","aromatic amino acid family catabolic process","4/389","23/18842",0.173913043478261,8.42382921649715,5.17233807964865,0.00116061785154348,0.0346417917110439,0.0346417917110439,"AMDHD1/GSTZ1/PAH/TAT",4
"GO:0006941","GO:0006941","striated muscle contraction","13/389","234/18842",0.0555555555555556,2.69094544415881,3.77903540321961,0.00120679814538022,0.0358382479537155,0.0358382479537155,"EEF2/RPL31/RPL13/RPL24/RPL27A/FLNA/RPL9/RPL28/ASPH/RPL8/RPL23A/RPL36/ATP1A1",13
"GO:0006575","GO:0006575","modified amino acid metabolic process","11/389","179/18842",0.0614525139664804,2.97657652482371,3.85782661650652,0.00126862428923579,0.0374453151347088,0.0374453151347088,"CHDH/PARK7/GSTZ1/SHMT2/ASS1/CKB/GSS/CROT/ACADM/P4HB/GNMT",11
"GO:0075522","GO:0075522","IRES-dependent viral translational initiation","3/389","11/18842",0.272727272727273,13.2100958167796,5.88128205030454,0.00127365017464996,0.0374453151347088,0.0374453151347088,"SSB/CSDE1/PCBP2",3
"GO:0043242","GO:0043242","negative regulation of protein-containing complex disassembly","7/389","80/18842",0.0875,4.23823907455013,4.21412701469659,0.0013195072965804,0.0386005119596656,0.0386005119596656,"TMOD2/SPTBN1/LIMA1/CAPZA2/CFL1/ADD1/UBQLN4",7
"GO:0006740","GO:0006740","NADPH regeneration","4/389","24/18842",0.166666666666667,8.07283633247643,5.03391388517308,0.00137026105843496,0.0398868070475128,0.0398868070475128,"PGD/TKT/H6PD/ALDOB",4
"GO:0009205","GO:0009205","purine ribonucleoside triphosphate metabolic process","13/389","238/18842",0.0546218487394958,2.6457194703074,3.70966254307183,0.00140579347180006,0.0407195350452432,0.0407195350452432,"DHTKD1/HSPA8/NDUFA9/ALDOB/GAPDHS/OPA1/VCP/ATP6V1A/NDUFA2/ENO3/SDHA/RAN/PFKL",13
"GO:0032435","GO:0032435","negative regulation of proteasomal ubiquitin-dependent protein catabolic process","5/389","41/18842",0.121951219512195,5.90695341400715,4.56674406560748,0.00148657895358541,0.0428484521915794,0.0428484521915794,"UBXN1/PARK7/CSNK2A1/EIF3H/USP5",5
"GO:0140694","GO:0140694","membraneless organelle assembly","19/389","427/18842",0.0444964871194379,2.15527714731221,3.50596473247439,0.0015020874392234,0.0430842641104079,0.0430842641104079,"WDR1/TMOD2/RPS15/G3BP2/RPS6/FLNA/CIRBP/CSDE1/DYNC1H1/RPS19/EIF5B/EIF2A/NOP2/PRRC2C/G3BP1/SMC1A/GOLGA2/KPNB1/UBAP2L",19
"GO:0051260","GO:0051260","protein homooligomerization","12/389","212/18842",0.0566037735849057,2.74171799970898,3.70282022883231,0.00157210111863369,0.0448735659105152,0.0448735659105152,"VPS35/EHD1/G3BP2/SHMT2/UPB1/PDCD6IP/ACACA/CRYZ/CLYBL/HSD17B10/GOLGA2/GNMT",12
"GO:0042744","GO:0042744","hydrogen peroxide catabolic process","4/389","25/18842",0.16,7.74992287917738,4.90328240629627,0.00160495144500288,0.0455899251044296,0.0455899251044296,"CAT/PRDX4/PRDX1/PRDX5",4
"GO:0009072","GO:0009072","aromatic amino acid metabolic process","5/389","42/18842",0.119047619047619,5.7663116660546,4.48974258966189,0.0016592981979887,0.0461653172727024,0.0461653172727024,"AMDHD1/PARK7/GSTZ1/PAH/TAT",5
"GO:0051693","GO:0051693","actin filament capping","5/389","42/18842",0.119047619047619,5.7663116660546,4.48974258966189,0.0016592981979887,0.0461653172727024,0.0461653172727024,"TMOD2/SPTBN1/CAPZA2/CFL1/ADD1",5
"GO:0030011","GO:0030011","maintenance of cell polarity","3/389","12/18842",0.25,12.1092544987147,5.58912295300929,0.00167231506447034,0.0461653172727024,0.0461653172727024,"WDR1/PDCD6IP/PDLIM1",3
