"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009179","GO:0009179","purine ribonucleoside diphosphate metabolic process","7/197","104/18842",0.0673076923076923,6.4376220226474,5.71568073635594,0.000110821725232667,0.00785098487190463,0.00785098487190463,"OGDH/ALDOB/GPI/GAPDH/DHTKD1/GAPDHS/ENO3",7
"GO:0006544","GO:0006544","glycine metabolic process","3/197","10/18842",0.3,28.6934010152284,9.00392701133967,0.000127964553853605,0.00892456162045219,0.00892456162045219,"GCSH/SHMT2/AMT",3
"GO:0034976","GO:0034976","response to endoplasmic reticulum stress","11/197","269/18842",0.0408921933085502,3.91112033664824,4.94309734141801,0.000129011520023544,0.00892456162045219,0.00892456162045219,"EEF2/P4HB/CCDC47/HSP90B1/RCN3/PDIA3/PARK7/MANF/UBXN4/SEL1L/CANX",11
"GO:1901293","GO:1901293","nucleoside phosphate biosynthetic process","12/197","318/18842",0.0377358490566038,3.6092328321042,4.82350688184024,0.000136300709356202,0.00931916477923797,0.00931916477923797,"NME4/NDUFS7/OGDH/UAP1L1/IDO1/NDUFB11/PPT2/PPCS/FASN/NDUFA12/SDHA/NDUFS2",12
"GO:0006457","GO:0006457","protein folding","10/197","230/18842",0.0434782608695652,4.1584639152505,4.95389970360661,0.00015921190132062,0.0107605285030488,0.0107605285030488,"TCP1/P4HB/PDCL3/HSPA8/CCDC47/HSP90B1/PDIA3/UGGT1/CANX/DNAJB11",10
"GO:0007520","GO:0007520","myoblast fusion","6/197","78/18842",0.0769230769230769,7.35728231159703,5.78309039870078,0.00016638808916661,0.0110619894669842,0.0110619894669842,"RPL36A/RPL13/RPL28/RPL18A/RPL27/RPL13A",6
"GO:0072523","GO:0072523","purine-containing compound catabolic process","8/197","148/18842",0.0540540540540541,5.16998216490602,5.2350137900051,0.000167434874585305,0.0110619894669842,0.0110619894669842,"OGDH/ALDOB/SUCLG1/GPI/GAPDH/DHTKD1/GAPDHS/ENO3",8
"GO:0031647","GO:0031647","regulation of protein stability","13/197","376/18842",0.0345744680851064,3.30686359218058,4.64443956167654,0.000171373356463259,0.0111963926222662,0.0111963926222662,"TCP1/DDOST/PDCL3/HSPA8/A1CF/PARK7/FLNA/GAPDH/RPAP3/NAPG/USP5/SEL1L/ATP1B1",13
"GO:0050821","GO:0050821","protein stabilization","10/197","237/18842",0.0421940928270042,4.03564008653002,4.83407639003175,0.000202977804229505,0.0131154888886757,0.0131154888886757,"TCP1/PDCL3/A1CF/PARK7/FLNA/GAPDH/RPAP3/NAPG/SEL1L/ATP1B1",10
"GO:0046365","GO:0046365","monosaccharide catabolic process","5/197","52/18842",0.0961538461538462,9.19660288949629,6.0838159986181,0.000207121262280053,0.0132377502413773,0.0132377502413773,"HSD17B14/ALDOB/GAPDH/DHDH/ENO3",5
"GO:0009185","GO:0009185","ribonucleoside diphosphate metabolic process","7/197","117/18842",0.0598290598290598,5.72233068679769,5.2667451924209,0.000230855365289257,0.014596016644095,0.014596016644095,"OGDH/ALDOB/GPI/GAPDH/DHTKD1/GAPDHS/ENO3",7
"GO:0009154","GO:0009154","purine ribonucleotide catabolic process","7/197","120/18842",0.0583333333333333,5.57927241962775,5.17267124182113,0.000269724033510259,0.0168720991174503,0.0168720991174503,"OGDH/ALDOB/GPI/GAPDH/DHTKD1/GAPDHS/ENO3",7
"GO:0019318","GO:0019318","hexose metabolic process","9/197","203/18842",0.0443349753694581,4.24040409092046,4.77133357979915,0.000293425421580096,0.0181614892514839,0.0181614892514839,"PC/HSD17B14/ALDOB/GPI/ACADM/GAPDH/MAN2C1/GAPDHS/ENO3",9
"GO:0009132","GO:0009132","nucleoside diphosphate metabolic process","7/197","122/18842",0.0573770491803279,5.48780893733877,5.11169868918229,0.000298440095006743,0.018279455819163,0.018279455819163,"OGDH/ALDOB/GPI/GAPDH/DHTKD1/GAPDHS/ENO3",7
"GO:0000768","GO:0000768","syncytium formation by plasma membrane fusion","6/197","88/18842",0.0681818181818182,6.52122750346101,5.33622234358905,0.00032203860306787,0.0195215153199904,0.0195215153199904,"RPL36A/RPL13/RPL28/RPL18A/RPL27/RPL13A",6
"GO:0140253","GO:0140253","cell-cell fusion","6/197","89/18842",0.0674157303370786,6.447955284321,5.29537907363839,0.000342354207846292,0.0205412524707775,0.0205412524707775,"RPL36A/RPL13/RPL28/RPL18A/RPL27/RPL13A",6
"GO:0042177","GO:0042177","negative regulation of protein catabolic process","7/197","125/18842",0.056,5.35610152284264,5.02271774261646,0.000346070264543192,0.0205544763183229,0.0205544763183229,"PDCL3/PARK7/SNX3/FLNA/RPS7/SNX12/USP5",7
"GO:0006949","GO:0006949","syncytium formation","6/197","90/18842",0.0666666666666667,6.37631133671743,5.25515780596887,0.000363659843246114,0.0213831987828715,0.0213831987828715,"RPL36A/RPL13/RPL28/RPL18A/RPL27/RPL13A",6
"GO:0033540","GO:0033540","fatty acid beta-oxidation using acyl-CoA oxidase","3/197","14/18842",0.214285714285714,20.4952864394489,7.50059019074248,0.00037635365434152,0.0219104899755261,0.0219104899755261,"EHHADH/ACOX3/ACOX1",3
"GO:0006413","GO:0006413","translational initiation","7/197","128/18842",0.0546875,5.23056789340102,4.93655790291814,0.0003996092250908,0.0228126431411059,0.0228126431411059,"METAP2/EIF2B3/EIF3C/EIF2S3/GAPDH/RPL13A/DENR",7
"GO:0009261","GO:0009261","ribonucleotide catabolic process","7/197","128/18842",0.0546875,5.23056789340102,4.93655790291814,0.0003996092250908,0.0228126431411059,0.0228126431411059,"OGDH/ALDOB/GPI/GAPDH/DHTKD1/GAPDHS/ENO3",7
"GO:0022618","GO:0022618","protein-RNA complex assembly","10/197","259/18842",0.0386100386100386,3.6928444035043,4.48546138867104,0.000411517648036452,0.0232665747159071,0.0232665747159071,"SF3A3/PUF60/EIF3C/RPS6/EIF2S3/GAPDH/PRPF8/DDX23/RPL13A/DENR",10
"GO:0009895","GO:0009895","negative regulation of catabolic process","12/197","360/18842",0.0333333333333333,3.18815566835871,4.30882520471214,0.000423288124606651,0.0237041349779725,0.0237041349779725,"TAF15/PDCL3/A1CF/PARK7/SNX3/FLNA/CRYZ/RPS7/SNX12/USP5/LARP1B/PLIN5",12
"GO:0006195","GO:0006195","purine nucleotide catabolic process","7/197","130/18842",0.0538461538461538,5.15009761811792,4.88060632074438,0.000438840256636778,0.0243432142360779,0.0243432142360779,"OGDH/ALDOB/GPI/GAPDH/DHTKD1/GAPDHS/ENO3",7
"GO:0042773","GO:0042773","ATP synthesis coupled electron transport","6/197","96/18842",0.0625,5.97779187817259,5.02599368940935,0.000514198098003188,0.0279952297801736,0.0279952297801736,"NDUFS7/PARK7/CYC1/NDUFA12/SDHA/NDUFS2",6
"GO:0042775","GO:0042775","mitochondrial ATP synthesis coupled electron transport","6/197","96/18842",0.0625,5.97779187817259,5.02599368940935,0.000514198098003188,0.0279952297801736,0.0279952297801736,"NDUFS7/PARK7/CYC1/NDUFA12/SDHA/NDUFS2",6
"GO:1901292","GO:1901292","nucleoside phosphate catabolic process","8/197","175/18842",0.0457142857142857,4.37232777374909,4.60697052755208,0.000519247620125424,0.0280107890489678,0.0280107890489678,"OGDH/ALDOB/SUCLG1/GPI/GAPDH/DHTKD1/GAPDHS/ENO3",8
"GO:0006699","GO:0006699","bile acid biosynthetic process","4/197","36/18842",0.111111111111111,10.6271855611957,5.94300740389314,0.000525426903456454,0.0280864562938541,0.0280864562938541,"HSD17B10/ABCB11/OSBP/CYP46A1",4
"GO:0071826","GO:0071826","protein-RNA complex organization","10/197","268/18842",0.0373134328358209,3.56883097204334,4.3536558852192,0.000537383292915988,0.0284667906517658,0.0284667906517658,"SF3A3/PUF60/EIF3C/RPS6/EIF2S3/GAPDH/PRPF8/DDX23/RPL13A/DENR",10
"GO:0006575","GO:0006575","modified amino acid metabolic process","8/197","179/18842",0.0446927374301676,4.27462212517369,4.52481547735,0.000602758452487783,0.0316448187556086,0.0316448187556086,"P4HB/CHDH/GSTZ1/PARK7/SHMT2/ASS1/POR/ACADM",8
"GO:0008652","GO:0008652","amino acid biosynthetic process","5/197","67/18842",0.0746268656716418,7.13766194408667,5.17314065492299,0.000678214362091311,0.0352911544167868,0.0352911544167868,"PAH/PARK7/SHMT2/ASS1/ABAT",5
"GO:0055091","GO:0055091","phospholipid homeostasis","3/197","17/18842",0.176470588235294,16.8784711854285,6.73239436062277,0.000687006202768584,0.0354350567743796,0.0354350567743796,"ABCB11/RCN3/FABP3",3
"GO:0042776","GO:0042776","proton motive force-driven mitochondrial ATP synthesis","5/197","68/18842",0.0735294117647059,7.03269632726187,5.12261135730656,0.000725905592292141,0.0371158685450243,0.0371158685450243,"NDUFS7/NDUFB11/NDUFA12/SDHA/NDUFS2",5
"GO:0060538","GO:0060538","skeletal muscle organ development","6/197","103/18842",0.058252427184466,5.57153417771426,4.78201871843424,0.000746716335714629,0.0378507935689829,0.0378507935689829,"EEF2/DDX5/ASS1/BASP1/MYL6/DDX17",6
"GO:0072330","GO:0072330","monocarboxylic acid biosynthetic process","9/197","232/18842",0.0387931034482759,3.7103535795554,4.26973233497449,0.0007710394492413,0.0387496748849474,0.0387496748849474,"HSD17B10/ABCB11/OSBP/PARK7/EHHADH/CYP46A1/SHMT2/ACOX1/FASN",9
"GO:0006417","GO:0006417","regulation of translation","13/197","443/18842",0.0293453724604966,2.8067284665009,3.95550132844093,0.000812211203099671,0.0401497956324091,0.0401497956324091,"EEF2/METAP2/EIF2B3/EIF3C/EIF2S3/SHMT2/MRPL44/GAPDH/NCL/RPL13A/LARP1B/RBM8A/METAP1",13
"GO:0006577","GO:0006577","amino-acid betaine metabolic process","3/197","18/18842",0.166666666666667,15.9407783417936,6.51864622800368,0.000818083323995981,0.0401497956324091,0.0401497956324091,"CHDH/POR/ACADM",3
"GO:0006941","GO:0006941","striated muscle contraction","9/197","234/18842",0.0384615384615385,3.67864115579852,4.23815183193233,0.000819383584334879,0.0401497956324091,0.0401497956324091,"RPL36A/EEF2/RPL13/RPL28/RPL18A/RPL27/FLNA/ATP1B1/RPL13A",9
"GO:0006637","GO:0006637","acyl-CoA metabolic process","6/197","106/18842",0.0566037735849057,5.41384924815631,4.68420489782227,0.000868202881309164,0.0421903548933709,0.0421903548933709,"OGDH/SUCLG1/HMGCS1/PPT2/PPCS/FASN",6
"GO:0009072","GO:0009072","aromatic amino acid metabolic process","4/197","42/18842",0.0952380952380952,9.10901619531061,5.40776464818207,0.000950808149898416,0.0458258354213335,0.0458258354213335,"PAH/GSTZ1/PARK7/IDO1",4
"GO:0009145","GO:0009145","purine nucleoside triphosphate biosynthetic process","6/197","110/18842",0.0545454545454545,5.21698200276881,4.55942325071497,0.00105324520334964,0.0499442080298055,0.0499442080298055,"NME4/NDUFS7/NDUFB11/NDUFA12/SDHA/NDUFS2",6
"GO:0009206","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","6/197","110/18842",0.0545454545454545,5.21698200276881,4.55942325071497,0.00105324520334964,0.0499442080298055,0.0499442080298055,"NME4/NDUFS7/NDUFB11/NDUFA12/SDHA/NDUFS2",6
