"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ATP5H.1",-3.65249785591022,11.1278581829531,-3.12504770399267,0.00342276409090957,0.0247172110182905,-1.90919671495745
"G4P62_009333",-2.76868742021175,10.7184934680664,-3.12351279106436,0.00343692013708525,0.0247530315522141,-1.91288054398607
"LDHB.2",4.44820529996001,12.5927885017693,3.12331644271771,0.00343873499256392,0.0247530315522141,-1.91335171128884
"RPRD1B.1",2.32585051472031,10.4387502933372,3.12288860379431,0.00344269266677133,0.0247530315522141,-1.91437831711007
"RPL13A",2.73366756849062,12.894799097308,3.12126795924168,0.00345772338255819,0.0247530315522141,-1.91826635839782
"CABZ01043370.1",-2.33935178240528,10.4079512611037,-3.12044442463735,0.00346538505816595,0.0247530315522141,-1.92024164002698
"CABZ01038928.1.3",-2.90151563435058,10.8308408322691,-3.12044098094296,0.00346541712995685,0.0247530315522141,-1.92024989925205
"RPN2.1",3.1229360176043,11.2396261994316,3.11987050961613,0.00347073391914479,0.0247530315522141,-1.92161802486988
"RPAP3.1",2.03085230703917,10.381469689331,3.11981920973393,0.00347121241187196,0.0247530315522141,-1.92174104724139
"EIF3C.1",3.37449595469126,12.2052530049355,3.11969522124044,0.00347236915562121,0.0247530315522141,-1.92203837963167
"SURF4",-2.84165403586288,10.3392190301146,-3.1190982443914,0.00347794372651891,0.0247574025610975,-1.92346987515406
"LOC107379121",2.60191513677877,10.7725797272543,3.11783566133293,0.00348976164052167,0.0247887936738963,-1.92649692341803
"Nfu_g_1_006350",1.99081375993377,9.37463558540028,3.11756617603049,0.0034922889684868,0.0247887936738963,-1.92714292591968
"EEF2.1",4.20921117555858,12.498764993145,3.11597950460883,0.00350720448701715,0.0248467883164568,-1.93094580959725
"MARS.3",2.59615301032664,10.652255414905,3.11563849740061,0.00351041798859761,0.0248467883164568,-1.93176298195738
"RPL28",-3.29688074822494,10.4086401771385,-3.11488400891652,0.00351753785963356,0.0248619177331041,-1.93357082010401
"MAO.1",2.91802134990763,11.1838655112879,3.11322461210237,0.00353324516843954,0.0249376144137387,-1.93754604750656
"DDR2B.1",-3.05482628929403,10.6409558420845,-3.11214649569707,0.00354348580558027,0.024974568036505,-1.94012812527364
"Nfu_g_1_007614",-2.71497321353127,10.702596803815,-3.11002290873442,0.00356373917307768,0.0250818878330855,-1.94521261278023
"CISD1",-2.65926524512362,10.5772150371176,-3.10804979598506,0.00358265552046335,0.0251795085170593,-1.94993505805855
"OSBP.3",-2.68785752891794,10.2609747788974,-3.10674065016821,0.00359525874965655,0.0251982749196692,-1.95306742771815
"CYP46A1.1",2.35028931010213,10.2359346070879,3.10665162108328,0.00359611735941885,0.0251982749196692,-1.95328041881707
"ACLYA",-3.31229386454083,11.5118170307389,-3.10620009269864,0.00360047495345173,0.0251982749196692,-1.95436059142001
"RPS4X.1",-3.83890846106177,11.7344294538743,-3.10469399069118,0.00361504612910288,0.0252648181851868,-1.95796293218821
"PRDX1.1",-3.92742159572765,11.6837241228477,-3.10248060622774,0.00363656133493393,0.0253796378480005,-1.96325517173884
"NPLOC4.1",-2.38998200257184,10.1359245050232,-3.10186137621079,0.00364260220470488,0.0253862919015047,-1.96473537713053
"USP5.1",-3.01806506298971,12.1197137979036,-3.10103125778646,0.00365071527501758,0.0253919739581911,-1.96671942590188
"PRPF3.1",-2.67088388740614,10.6322844550197,-3.10073706342519,0.00365359464969564,0.0253919739581911,-1.96742250123789
"UQCRB.2",-2.89360825457794,11.4741822860121,-3.10012302251581,0.00365961138535545,0.0253977620135039,-1.96888983409594
"SNX7.1",-2.69405562051116,10.3272462452078,-3.09961392323322,0.00366460694383222,0.0253977620135039,-1.97010626953149
"SMC1A.2",2.24572134620746,10.6997449544173,3.09827417136039,0.00367778414540103,0.0254171896463229,-1.97330691248309
"PLD3.1",-2.78519241906577,9.97862514633639,-3.09810569398403,0.00367944438126536,0.0254171896463229,-1.97370934612281
"GCAT.3",2.72930684142521,10.9745081711038,3.09727767214418,0.00368761430689504,0.0254171896463229,-1.97568702011131
"RPL36A",3.12204203264739,11.9827295481568,3.09726042835823,0.00368778463004765,0.0254171896463229,-1.9757282025238
"ACSL4A",-2.85351737650746,10.3991837951242,-3.096650573821,0.00369381317065924,0.0254236244435719,-1.97718460153173
"FP102272.1",-2.67820604137324,10.5690115850241,-3.0944605976735,0.0037155384367613,0.0255373906496168,-1.98241315558888
"HRSP12.2",-3.22598147775686,11.2208997468787,-3.09395434809775,0.00372057775596622,0.0255373906496168,-1.9836215231078
"ZCCHC8.2",-2.01213099360936,9.89922175179066,-3.09099444443913,0.00375017084278135,0.0256744877445807,-1.99068426156083
"DNAJB1B",-1.60468525667523,11.5985457006932,-3.0909275718666,0.00375084199715417,0.0256744877445807,-1.99084378416896
"ADKA.2",-2.28255024507274,10.501492237785,-3.08718683209138,0.00378856656372783,0.0258961549987551,-1.99976407138586
"SNX2.1",-2.26049222985514,10.4133451363631,-3.086689884654,0.00379360507095992,0.0258961549987551,-2.00094864339292
"RAD23AA.2",-2.7690528279605,10.8437360594641,-3.08555357962409,0.00380514977325095,0.025939477279402,-2.00365684013704
"BCAP31",-1.86191059522444,10.1788690746303,-3.08161261020241,0.00384544723622628,0.0261784197936823,-2.01304507090136
"FAM21C",-2.37655331121175,10.2120687445014,-3.08052564954046,0.00385663243829828,0.0262137048948506,-2.01563323374925
"UAP1L1.1",-2.67930075834553,10.7950000266343,-3.08008875455222,0.0038611368933297,0.0262137048948506,-2.01667337724175
"CMPK.2",3.11588059829876,11.1594695933448,3.07661257590403,0.00389715433857263,0.02642228281179,-2.02494631917195
"COX2.2",-2.41855235517151,10.2598435437034,-3.07279590188445,0.00393706514015037,0.026635591432986,-2.03402342428518
"PWP1.1",2.10990036051002,9.95024506722711,3.07195972240958,0.0039458604330545,0.026635591432986,-2.03601122496706
"EXOSC10",-2.69523749976668,10.4725713295759,-3.07190023749103,0.00394648682727371,0.026635591432986,-2.03615262313707
"BCKDHA.1",-3.04679324927232,11.6401121188826,-3.07156986425087,0.00394996746701595,0.026635591432986,-2.03693790564831
"RBM19",-2.27281505294189,10.1928445247336,-3.06954294272664,0.00397138558531341,0.0267320238401977,-2.04175474406765
"Nfu_g_1_022701",-3.24983221019093,12.4720918407724,-3.06920357700841,0.00397498230249032,0.0267320238401977,-2.04256104425469
"YWHAE2",1.99486146535655,13.6454911064365,3.06806926981089,0.00398702642275831,0.0267769338486729,-2.04525567602357
"DHDH.2",2.74768800197128,10.9277884199312,3.06710219972293,0.00399732201542374,0.0268099957754898,-2.04755257029187
"MYH13.1",-2.96238280153943,10.9865747023475,-3.06651700105504,0.00400356432501228,0.0268158201098138,-2.04894227665917
"ACAT2.2",3.38584977496032,11.2735378154546,3.06008946972203,0.00407273512672389,0.0272117894873106,-2.06419604949788
"CBX3A.2",-3.09822752293844,10.9854946661584,-3.06001081494198,0.00407358852645712,0.0272117894873106,-2.06438259799371
"ANP32E",-2.40171327241009,11.2917860753179,-3.05733094977101,0.00410276594545779,0.0273700562404203,-2.07073687841678
"CLTA",4.68503666210761,11.8778497528084,3.05606855101524,0.00411657872711324,0.0274203870574945,-2.07372906072841
"ACOX1.1",-2.96646208882706,11.2188828446111,-3.05563791361113,0.00412130065994406,0.0274203870574945,-2.07474960917177
"PDS5B",2.4398527980592,10.6085490201418,3.05184471858935,0.00416311433222663,0.0276617050836363,-2.08373533468981
"TTC38",2.5018600237287,10.2720124428813,3.0493418664288,0.00419092295198783,0.0278094488436426,-2.08966081453529
"CABZ01073085.1.1",-3.29416031987115,11.297557313204,-3.04814405183503,0.00420429351066617,0.0278611216709484,-2.09249563161605
"DYNC1I2A.1",2.91921831441977,11.0519171611958,3.04748311693799,0.00421168838762029,0.0278731101514924,-2.09405956141176
"PACSIN2.1",-2.23612834272441,10.6517259665118,-3.04683340944364,0.00421896960353466,0.0278843156577986,-2.09559673251856
"GCSH.2",3.84186808104754,11.8703010710221,3.04544264631867,0.00423459569633819,0.027918951376934,-2.09888655917738
"SLC25A1.1",2.72166539822068,11.2335833849561,3.04531806558063,0.0042359980995347,0.027918951376934,-2.09918121021104
"DPYDB.1",-3.35966617199763,11.6498653902661,-3.04487448651616,0.00424099501878075,0.027918951376934,-2.10023028043788
"FAM192A",2.40184402110066,10.3147309448293,3.04326977361707,0.00425911858779425,0.0279955911188214,-2.10402470503084
"SRP19",-2.51592604857619,13.2466194846909,-3.04285123309332,0.00426385756519124,0.0279955911188214,-2.10501417392092
"GAPDHS",2.48049100251305,11.3232585137766,3.03717748288223,0.00432859188415531,0.0283832766122668,-2.11841963063265
"rpl3",-3.61481564029887,11.7531950019276,-3.03534487274572,0.00434969816773611,0.0284842439068283,-2.12274645084633
"ETFDH.2",2.63386838176715,11.2489027766754,3.03420059475121,0.00436292605107047,0.028533422011588,-2.12544733574676
"LINC00493",-2.83330046857395,10.899745038236,-3.03118372704353,0.00439798313806165,0.0287250469357691,-2.1325653179795
"A0A8C6M065",2.99160857036912,11.0682248562156,3.03007537300258,0.0044109291722666,0.0287719432282488,-2.1351793236172
"ATP6V1A",-2.30975300413926,11.4264881303127,-3.02923718104621,0.00442074344438544,0.0287983156494561,-2.13715579236493
"MRPS26",-2.03961111595238,9.99074047491418,-3.02520078258228,0.0044682939203133,0.0290701260265494,-2.14666919770944
"OGDHB",-2.83850293205887,11.161655006017,-3.02223300787201,0.00450356255889112,0.0292425159691086,-2.15365921902915
"ube2d4.1",-2.88830584857826,10.633061364006,-3.02175956890274,0.0045092130441693,0.0292425159691086,-2.15477394128588
"OLA.5251.2",-3.1177321870567,11.212388461677,-3.02149511497311,0.00451237220365002,0.0292425159691086,-2.15539655917965
"LUM",-3.24614614401853,12.1741936064995,-3.02056384991233,0.00452351367902554,0.0292766968331225,-2.15758883135817
"NME4",4.02315746744118,12.0316106752383,3.01755902265613,0.00455963982204094,0.0294064589783074,-2.16465972932141
"ATP5J.1",3.64651220211576,11.5831256626661,3.01754144095115,0.00455985199916072,0.0294064589783074,-2.16470109006835
"RIC8B",-3.0507737646012,10.6937032477437,-3.01742625218438,0.004561242334511,0.0294064589783074,-2.16497206673801
"OLA.3887.1",-1.88624232887491,9.51832346595569,-3.0166832320827,0.00457022023141843,0.0294263212319715,-2.16671984385897
"WARS.2",-2.77438147766615,10.5295494525923,-3.01455034653249,0.00459608439769785,0.0295438218746449,-2.17173554162283
"SULT6B1",-2.40896752441411,10.7833554353232,-3.01420291304653,0.00460031054040063,0.0295438218746449,-2.17255236931471
"LOC107382284",-2.95032652945505,11.1601031661581,-3.01144637510912,0.00463397070218994,0.0296839626753664,-2.17903111842667
"SLC25A1",-3.21923675439712,10.987615263442,-3.01144158108134,0.0046340294437095,0.0296839626753664,-2.17904238289177
"CYP51",-2.88031717210908,11.2715407389579,-3.00901478852632,0.00466385526594598,0.0298367150988083,-2.1847432300023
"MAN2C1.2",1.98073705351299,10.1413257143906,3.00839446599154,0.0046715081229324,0.0298474078533069,-2.18620001265688
"MYH10.2",-2.90011183261572,11.5354566597797,-3.00753740064172,0.00468210110638556,0.0298714695269941,-2.18821247739488
"FP102272.1.1",-2.04260709049185,9.98334971798015,-3.00712174188615,0.00468724662116961,0.0298714695269941,-2.18918835892177
"PLIN5.4",2.61934979761361,10.7360546323106,3.00622105051133,0.00469841471466687,0.0298789440559799,-2.19130272462079
"PHB2.2",-2.9723986916638,10.5302976493758,-3.00606155308632,0.00470039500680245,0.0298789440559799,-2.19167710459228
"ACOX3.4",3.07751839506272,11.7772752300003,3.00316362342086,0.00473651231057677,0.0300702244653665,-2.19847722172319
"TXNL1",1.72494116431781,12.8378554376573,3.00101833088385,0.00476341748852492,0.0302026089806091,-2.20350874792933
"RAB8A.1",-2.54426469410133,10.0700398915656,-2.99860316862096,0.00479387933648635,0.0303117300324107,-2.20917067757036
"BASP1",2.51587064002513,10.5680233554176,2.99839998445064,0.00479645039134013,0.0303117300324107,-2.20964688470673
"CPPED1.2",2.55636485134286,10.7666716017645,2.9982103590028,0.00479885104721533,0.0303117300324107,-2.21009129674767
"mrps31",-2.23289321737088,10.0531074276981,-2.99751568044783,0.00480765533134003,0.0303289508260262,-2.21171922473089
"TPRXL",-2.65950927544703,10.4745370658271,-2.99487603846679,0.00484124868329151,0.0305023117798291,-2.2179029942993
"S100A10A",-2.95690684102558,11.0770236415673,-2.99357821146059,0.00485784632679214,0.0305682889920464,-2.2209421712465
"HADH.1",-2.68794755563126,11.3796419927109,-2.99162715294879,0.00488289878083197,0.0306872354110221,-2.22550957876683
"PRDX5",4.75986493645502,12.2808560859253,2.99077585520435,0.0048938678626828,0.0307041877677971,-2.22750190439877
"SIRT5.2",-2.66465324291623,10.5007291235274,-2.99046318332763,0.00489790249762856,0.0307041877677971,-2.22823357822554
"RPS20.2",3.78181997616519,11.7044187608459,2.98850107966242,0.00492329247456622,0.0308246291694924,-2.2328239999841
"ADPRH.2",2.47657494894943,10.927715066156,2.98720368699856,0.00494014890899458,0.0308914073381992,-2.23585832045281
"MTHFD1A.1",3.43865824764269,12.2305417206411,2.97997520023152,0.00503506335942831,0.0314370370921683,-2.25274983829872
"ACO2.1",3.19569397220896,11.5619750907402,2.97960230245534,0.00504000594664021,0.0314370370921683,-2.25362056442801
"MRPL55.1",-2.23365898612926,9.96435123711741,-2.97912223698547,0.0050463757085355,0.0314374716424371,-2.25474143434355
"C4H22ORF28.2",2.49499944492941,10.9748292546776,2.97573106867712,0.00509158754568532,0.0316546381591244,-2.2626561591303
"A1CF.1",3.64006699928737,11.6572215670069,2.97555668485725,0.00509392273382303,0.0316546381591244,-2.26306301212063
"PRPF8",-2.68487669062069,10.132616561305,-2.97507194301325,0.00510041924173214,0.0316555870848798,-2.26419388328465
"HNRNPK.2",2.87494535749218,11.9804279486581,2.96981354615151,0.0051713944857216,0.0320562217189451,-2.27645430826402
"PDCL3.2",1.97614203796347,10.1421642673522,2.96860330899978,0.00518786054617162,0.032118392215132,-2.27927424942141
"LOC107387951",-2.76211389347272,10.2296928576858,-2.96656182688472,0.00521574792479703,0.0322423380304355,-2.28402949347972
"DENR",2.29075465352601,12.5919578227428,2.96576584403708,0.00522665945346589,0.0322423380304355,-2.28588305334736
"UPB1.1",-3.27937980719453,11.0749684325797,-2.96572172878853,0.0052272648229704,0.0322423380304355,-2.28598577329873
"VTI1B",-1.78333764057539,10.905524350196,-2.96385092103423,0.00525299761266932,0.0323610593669381,-2.29034100462426
"NOP2",-2.27312839918037,9.98761891728292,-2.96336985789302,0.00525963380156887,0.0323619884954731,-2.29146065107262
"SNX3.2",2.8565052433835,11.1830583011888,2.96106749799741,0.005291503673872,0.0325179843997799,-2.29681775068891
"MANF.3",3.4789140751099,12.5441985523117,2.95755597403169,0.00534046060410642,0.0327784728345523,-2.30498350450263
"RCN3",3.43308011528793,11.3697829007564,2.9565993251701,0.00535387154857717,0.0328204164955775,-2.30720710230982
"SUOX",-2.88110401808266,12.4565328473296,-2.9543695855641,0.00538525239364704,0.0329722815267469,-2.31238814475197
"LOC107382751",-2.44951566224651,10.2871800912858,-2.95206244778609,0.00541790427732064,0.0330998821996612,-2.31774655511175
"SPTBN1.3",-1.92713176552166,10.334120897306,-2.95195992996841,0.00541935947036538,0.0330998821996612,-2.31798459796506
"prdx6",-3.25733726225323,11.5391751046921,-2.95065901456041,0.0054378572650295,0.0331722588661335,-2.32100484654877
"RABL3",-1.82026395679156,10.0879776199939,-2.94954657242486,0.00545372214603828,0.0332284169825776,-2.32358689329372
"SPCS2",-2.44082454878293,10.7574145866025,-2.94569358060464,0.00550900735320143,0.0335003081617743,-2.33252538768683
"ARHGAP35.2",2.2716495511408,10.3981071912077,2.94550170936203,0.00551177414846027,0.0335003081617743,-2.33297032252156
"RARS.1",-2.52981096125439,10.8774593506713,-2.94312120570074,0.00554620980114675,0.0335835627884503,-2.33848907466492
"OLA.16268.1",3.1221387751347,11.5929396079534,2.94260931402023,0.00555364100161418,0.0335835627884503,-2.33967544772768
"Nfu_g_1_023491.1",3.44221801928165,12.9537286825747,2.94260174006285,0.00555375102388928,0.0335835627884503,-2.33969300038645
"EZRB",-2.42488415649453,10.6424911780142,-2.94213386769754,0.00556055148856827,0.0335835627884503,-2.34077724245143
"SDSL.1",2.22067867702783,10.3762090493403,2.94211843625851,0.00556077591560931,0.0335835627884503,-2.34081300131735
"ACOX3.2",-2.67946282096992,11.0170951284553,-2.94176949632595,0.00556585299119207,0.0335835627884503,-2.34162156035083
"PYGMB",-2.83936616684761,10.9902697432214,-2.94036190816814,0.00558637759406345,0.0336666958869283,-2.34488261669923
"TCP1.3",2.79402922947008,11.3845214209175,2.93830020322573,0.00561656835758164,0.0337923106470446,-2.34965740695403
"acta2",4.15818649643347,12.7185649706799,2.93801443449135,0.00562076509760461,0.0337923106470446,-2.35031907106829
"ATP5J",-2.73082641473014,10.9946433628722,-2.93617319200334,0.00564787582539444,0.0339144408769173,-2.3545813189688
"RPN1.2",2.94992641399148,11.5168633376593,2.93483828634496,0.00566760783103876,0.0339920229289464,-2.3576704482584
"APPL1",-2.32742130377338,10.3564965827748,-2.93399535758051,0.00568010093433845,0.0340008053588183,-2.35962064660858
"G4P62_002681",-2.16329112413802,10.0168190940485,-2.93382023117019,0.00568269973331752,0.0340008053588183,-2.36002577614426
"PGM2",-2.06151467944269,10.4447275594032,-2.93333451443787,0.00568991339373741,0.0340031950116763,-2.36114933462622
"PITHD1.2",2.49726779799041,10.7100182871459,2.9327992403924,0.00569787300645072,0.0340100314619487,-2.36238739833553
"WARS.1",2.4788205528587,10.6846395953381,2.93134160740896,0.00571960122284475,0.0340989368004723,-2.36575814043732
"PSMD14",-1.87086126017838,9.66408111673356,-2.93079899859885,0.00572770945512883,0.034106527662402,-2.36701265100646
"HNRNPUL1.1",-2.89434609243433,11.8245625161871,-2.92761408676953,0.00577551950930066,0.034350229262706,-2.37437331944993
"RAN",-2.76633347529712,11.1861266699069,-2.92184734532348,0.00586304003999417,0.034829249761394,-2.38768849293668
"CABZ01066326.1.1",1.55815173555559,9.67071822960194,2.92065607121659,0.00588127400645735,0.0348960253177434,-2.39043710617573
"SPG20B",-1.85145339703067,9.69117167082874,-2.91874123000257,0.00591069451579152,0.0350036845365923,-2.39485376710836
"MAN2B1.2",-2.20277996007559,10.3229803981593,-2.91856246914974,0.00591344810908763,0.0350036845365923,-2.39526599639236
"PRDX5.2",-2.07185333535026,10.2345969887719,-2.9149810858659,0.00596886892961166,0.0352898767283912,-2.40352155798572
"TAF15.1",-3.44457779763537,11.3978707642912,-2.91351129379471,0.00599175407657468,0.0353832578013109,-2.40690783309426
"PDLIM1.1",-2.28091957856119,10.2696772995541,-2.91278756082876,0.00600305302252448,0.0354080787025971,-2.40857486881359
"UQCRH.1",-3.10201028015686,11.1511839794864,-2.91066110760976,0.00603636689808937,0.0355625393405737,-2.41347144590124
"CIRBP.2",-2.19795556566186,10.1024123987158,-2.90854003275152,0.00606976899994584,0.0357171548463794,-2.418353460926
"CABZ01085054.1.2",2.38719455696204,10.8578779356758,2.90715111877659,0.00609173495876904,0.0358041901581361,-2.42154910370653
"UBQLN4",-2.06598517438312,10.2057832154154,-2.90621293738541,0.0061066146011656,0.035849419835078,-2.42370716287183
"QARS.2",2.64205736172624,11.2745453421252,2.90395896121219,0.00614250212224095,0.0360177268977466,-2.42889014632513
"CCDC53.1",-2.17899014786985,10.0661897403096,-2.9018842028688,0.00617571065831282,0.0361302741375306,-2.43365884350889
"atp2a3",-2.39275436013599,10.6931824136334,-2.90185513424534,0.00617617712210694,0.0361302741375306,-2.43372564101143
"NR3C1.1",-1.71143428769156,9.04623998498088,-2.8991913818991,0.00621906262934844,0.0362996083404393,-2.43984500099461
"PPCS.1",2.64882443114031,10.7705197190927,2.89915363310243,0.00621967237095703,0.0362996083404393,-2.43993169542104
"ANXA13.2",-2.17427298745981,10.2036325117168,-2.89674254394179,0.00625873392004859,0.0364849091834608,-2.445467601659
"TM7SF2",2.26219886191845,10.2237615442157,2.89607990403721,0.0062695093744212,0.0365050779210756,-2.44698853990632
"CFL1.3",-2.41511899440967,10.5072711887279,-2.89505213857546,0.00628625664594607,0.0365599308429731,-2.44934711738049
"GBE1.1",-3.62715813738149,11.8948824589427,-2.8927924641682,0.00632322503386795,0.0367321221408627,-2.4545309434468
"ATPIF1B",-2.14361760569308,10.4219363385102,-2.89124581487012,0.00634864549265208,0.0368369081492255,-2.4580776127887
"STIP1",-3.0123513908335,11.8501193831687,-2.89019971427786,0.00636589320847087,0.0368940849132052,-2.46047579667871
"ahcyl2b",3.35902879674203,11.2783422308612,2.88874666603755,0.00638992329266697,0.0369506634541777,-2.46380602082364
"G4P62_017895",-2.01370605147192,10.1203655073673,-2.88871394237365,0.00639046544307723,0.0369506634541777,-2.46388100792854
"ctnnd1",-2.4740676629718,10.2902360957386,-2.88422833506188,0.00646518957204775,0.0373394629218961,-2.47415493578976
"METAP2",2.0396168132998,10.4628471249619,2.88237396956961,0.00649631896032422,0.0374653183631588,-2.47839933568486
"AFDN",-2.76220874877436,10.3942389856977,-2.88167562021427,0.0065080785115089,0.0374653183631588,-2.47999732917133
"GSTZ1.4",-2.37897669648548,10.4664837470295,-2.88127400792054,0.00651485030299465,0.0374653183631588,-2.48091620766859
"AMDHD1.5",-2.92297346373429,12.2281114261959,-2.881145810416,0.00651701329443324,0.0374653183631588,-2.48120950357672
"UAP1L1.2",2.31088430336237,10.7195316789464,2.8800804996852,0.00653501357726779,0.0375255670317218,-2.48364645666088
"RPL24",-3.06988398382917,10.7910877087199,-2.87929129019399,0.00654837862282556,0.0375255788552839,-2.48545145490424
"TXNDC2.2",3.74500383949847,11.6339249848239,2.87907131669779,0.00655210836681247,0.0375255788552839,-2.48595450103296
"CU914772.1.1",2.3964113028261,11.2677173522463,2.87874905109772,0.00655757610457065,0.0375255788552839,-2.48669143084529
"AP3B1",-1.86244963356088,9.72291112219962,-2.87774070102533,0.0065747119124939,0.037580541172216,-2.48899691138111
"ATP5H.3",-3.35192414307395,11.7133536233149,-2.87689954474651,0.00658903847279983,0.0376193386490516,-2.49091973976526
"GLA.4",2.58689340482261,10.7288092419658,2.87529507543104,0.00661644675667582,0.0377326506466427,-2.49458648767124
"GPI.5",2.91070501296296,11.4658339314224,2.87433825379958,0.00663284233199543,0.0377699098109963,-2.49677254187407
"PPM1BB",2.55187874804482,10.9351912466618,2.87403081952017,0.00663811841768411,0.0377699098109963,-2.49747484258744
"A0A8C6KJP4",-2.52410463484768,11.4786951140665,-2.86804614664542,0.00674161033932848,0.0382781954858238,-2.51113691317721
"MYCBP",-2.34711057419521,10.6359003779126,-2.86797829129449,0.00674279235111004,0.0382781954858238,-2.51129171505985
"BAIAP2A",-2.10883588316874,10.1961642122636,-2.8626406902029,0.00683638039854608,0.038765384305392,-2.5234615310815
"CABZ01039235.1",1.77576682736977,10.0750370890628,2.85964188951352,0.0068894917143239,0.039022206191233,-2.53029266162237
"SEC13.1",2.38806620381919,10.0542241433034,2.85802537338323,0.00691828126499803,0.0391408429845126,-2.53397316304254
"AP1G1",-2.25946224474441,9.77385421001056,-2.84904978503457,0.00708018807769159,0.0399802325778201,-2.55438527631622
"Nfu_g_1_021050.2",2.59046589267597,14.0664001092746,2.84891366756291,0.00708267046067995,0.0399802325778201,-2.55469452363966
"ANK3B",-2.27122107427527,10.0670685272407,-2.84738633007434,0.00711058038632211,0.0400589087200875,-2.55816387161557
"RRBP1A.4",3.89146937106877,12.4701091999232,2.84727253400628,0.00711266395310572,0.0400589087200875,-2.5584223129099
"AKAP8L.1",2.40964755871881,10.731741092476,2.84110715087784,0.00722640580145209,0.0406536245200067,-2.57241480324469
"ANXA13.1",2.4680397166759,11.3111862720067,2.8391712589935,0.00726246880008838,0.0408104947212174,-2.57680443971121
"Nfu_g_1_016592.2",2.0933652831184,12.7133900147689,2.83661793625255,0.00731029056268642,0.041033014519466,-2.58259123248514
"PSMA5.1",-1.92051682263428,10.0088294668546,-2.8358194838306,0.00732530516523539,0.0410710930050838,-2.58440015660986
"AP3M1.1",-2.23513542932025,9.6662415636688,-2.83321630269085,0.00737445709043431,0.0413002703493459,-2.59029554169061
"DDX5.3",-2.08421607247467,9.34161239575025,-2.83210766055669,0.00739548317757728,0.0413639566499602,-2.59280523434549
"DECR2",-2.04227627122752,10.1671971759656,-2.83106331104094,0.0074153410573318,0.0413639566499602,-2.59516881978213
"RPS27.2",2.25130052309849,10.6785081244668,2.83103494343569,0.00741588114900405,0.0413639566499602,-2.59523301407266
"GDI1.1",-2.77639947532166,10.5751352825922,-2.83087189142155,0.00741898621276841,0.0413639566499602,-2.59560198374209
"AKR7A3.1",3.04772874477038,11.6788027876306,2.82996149261365,0.00743634559688721,0.0414144693398071,-2.59766187555034
"STAT1A",-2.28825903232147,10.1656204154172,-2.82924284162077,0.00745007550466087,0.0414446786714133,-2.59928761955808
"RBM8A.1",3.12267452333292,11.8433419204933,2.8282181656505,0.00746969294855161,0.0415075365403926,-2.60160520908971
"IDH2.2",-2.55529555087476,10.7602327283382,-2.82765943191472,0.00748041020527367,0.0415142859311205,-2.60286871820185
"CISD2",2.22892136625417,9.87400785819999,2.8272877989048,0.00748754656072313,0.0415142859311205,-2.60370903453699
"AGXTB.2",-3.45422681402014,11.4381762575752,-2.82183895483872,0.00759291069122631,0.0420445735115098,-2.6160216759563
"UBXN1",-1.98643295673816,9.88397340160272,-2.8214727594761,0.0076000411437639,0.0420445735115098,-2.616848623239
"TAF15.2",3.05957553190142,11.3917481356725,2.81487975239344,0.00772949104600448,0.0426692914490055,-2.63172544949455
"OLA.18724.1",3.00253888341982,11.479517029715,2.81485059710832,0.00773006803004028,0.0426692914490055,-2.63179118826614
"OGDHB.1",2.36667580699222,10.9292051843474,2.81054712948882,0.00781567537124701,0.0430464685430576,-2.6414898399935
"AIDA.2",2.02956196377899,10.3894065467191,2.81046865612897,0.00781724458332278,0.0430464685430576,-2.64166660689275
"RPL27",2.93217456978585,16.2692541200557,2.80984054906712,0.00782981526455215,0.0430464685430576,-2.64308135071939
"MRPL44.2",1.75056754895359,9.83801173696978,2.80961129628236,0.00783440812692414,0.0430464685430576,-2.64359766816575
"CT027762.3",1.80943198131362,14.4291942458573,2.80836346350082,0.00785945131812048,0.0430464685430576,-2.6464075383951
"BTF3L4",-2.34269617374179,11.7761060092018,-2.80836011904977,0.0078595185391725,0.0430464685430576,-2.64641506836853
"FTR82.1",2.12628451726632,10.5747393318043,2.80827719586994,0.00786118540651647,0.0430464685430576,-2.64660176665026
"AKR1A1A",2.59274425903555,11.8576157667615,2.80796764605066,0.00786741068362095,0.0430464685430576,-2.64729867505283
"RPL28.1",3.13914729430059,11.1802772521124,2.80729482312218,0.00788095749578914,0.0430733602453317,-2.64881327448641
"EIF5B.2",-2.18616388188815,9.8505217807537,-2.80364283993381,0.00795486741479507,0.0433649528354053,-2.6570302809949
"NPR2",-1.92288397584406,9.49648060708478,-2.80334485528239,0.00796092651652967,0.0433649528354053,-2.65770045065935
"acmsd",3.1470960934308,11.4411457132693,2.80299861046338,0.00796797232007124,0.0433649528354053,-2.65847910101242
"ANXA3B.1",-2.07724154922057,10.2457721880628,-2.80294466984389,0.00796907049099533,0.0433649528354053,-2.65860039951944
"CTSBA.1",2.8079115100784,11.1038723077029,2.80187999409642,0.00799077497244707,0.043435694022343,-2.66099427673362
"GSTZ1",2.85940710486864,11.2933145458036,2.7990305233176,0.0080491354143558,0.0437053163412791,-2.66739834622957
"MRPS14",1.77953063914486,11.8548042059251,2.79855940428987,0.00805882262288723,0.0437103531393557,-2.66845676816314
"RAB14L",2.04035959188862,11.9329991052778,2.79756455649045,0.00807931448202773,0.0437456549213289,-2.67069143362336
